"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"990",22357,"Manhattan","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-12-15
"991",187103,"Queens","A",8,"Chicken","Single service item reused, improperly stored, dispensed; not used when required.",2016-03-16
"992",147547,"Brooklyn","A",13,"Sandwiches/Salads/Mixed Buffet","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-05-08
"993",63175,"Manhattan","A",6,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-05-22
"994",84605,"Bronx","A",13,"Mexican","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-02-21
"995",80962,"Staten Island","A",7,"Jewish/Kosher","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-18
"996",97787,"Bronx","A",12,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2013-11-21
"997",170862,"Queens","A",10,"Japanese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-07-22
"998",160786,"Queens","A",5,"Hamburgers","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-10-29
"999",24858,"Manhattan","A",10,"Juice, Smoothies, Fruit Salads","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-17
"1000",6508,"Manhattan","A",7,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-07-28
"1001",78547,"Staten Island","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-29
"1002",136743,"Brooklyn","A",13,"Italian","Hot food item not held at or above 140º F.",2016-10-03
"1003",144715,"Brooklyn","A",10,"Pizza","Hot food item not held at or above 140º F.",2015-04-13
"1004",75437,"Staten Island","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-07-18
"1005",112406,"Brooklyn","A",5,"Jewish/Kosher","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-06-23
"1006",142412,"Brooklyn","A",9,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-09-11
"1007",125824,"Brooklyn","B",17,"Pizza","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2014-11-19
"1008",151108,"Brooklyn","A",13,"American","Proper sanitization not provided for utensil ware washing operation.",2014-07-21
"1009",19091,"Manhattan","A",2,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-18
"1010",134682,"Brooklyn","B",22,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-31
"1011",185145,"Queens","A",10,"Donuts","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-09-07
"1012",35436,"Manhattan","A",11,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-07-22
"1013",8554,"Manhattan","A",7,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-05-20
"1014",23762,"Manhattan","A",7,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-05-30
"1015",99143,"Queens","A",10,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-01-06
"1016",104673,"Queens","A",10,"Bakery","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-07-26
"1017",53505,"Manhattan","A",13,"Pizza","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-11-18
"1018",93954,"Bronx","A",9,"Donuts","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2017-03-30
"1019",150976,"Brooklyn","B",23,"Polish","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-01-05
"1020",74480,"Manhattan","A",6,"Salads","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-07-24
"1021",45245,"Manhattan","A",0,"American",NA,2017-08-09
"1022",174043,"Queens","A",13,"Spanish","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2014-10-28
"1023",80292,"Staten Island","A",10,"Jewish/Kosher","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-07
"1024",161008,"Queens","A",12,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-11-02
"1025",125240,"Brooklyn","A",5,"Café/Coffee/Tea","Single service item reused, improperly stored, dispensed; not used when required.",2014-04-01
"1026",93112,"Bronx","A",8,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-07-16
"1027",175841,"Queens","B",24,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-10-27
