"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"389",35520,35520,"Manhattan","A",12,"Salads","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-05-30
"390",57276,57276,"Manhattan","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-26
"391",134593,134593,"Brooklyn","A",9,"Polish","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-18
"392",183662,183666,"Queens","B",15,"American","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-10-20
"393",49266,49266,"Manhattan","A",9,"Scandinavian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-17
"394",144962,144962,"Brooklyn","A",9,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-06-25
"395",162033,162037,"Queens","C",36,"Spanish","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-10-08
"396",13930,13930,"Manhattan","A",11,"Steak","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-05-06
"397",64070,64070,"Manhattan","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-05-21
"398",69104,69104,"Manhattan","A",10,"CafÃ©/Coffee/Tea","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",2015-01-23
"399",9392,9392,"Manhattan","A",10,"Mediterranean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-21
"400",52950,52950,"Manhattan","A",13,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-03-22
"401",152865,152869,"Queens","A",13,"Chinese","Hot food item not held at or above 140Âº F.",2015-04-08
"402",165917,165921,"Queens","A",7,"Pizza/Italian","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-05-31
"403",60366,60366,"Manhattan","A",11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-28
"404",83732,83732,"Bronx","A",7,"Japanese","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2013-10-12
"405",69554,69554,"Manhattan","A",11,"Sandwiches","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-04-28
"406",131787,131787,"Brooklyn","A",10,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-08-04
"407",125872,125872,"Brooklyn","A",9,"French","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-10
"408",28639,28639,"Manhattan","A",12,"Sandwiches/Salads/Mixed Buffet","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-04-15
"409",187122,187126,"Queens","B",16,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-01-09
"410",174453,174457,"Queens","A",12,"Polish","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-05-03
"411",10449,10449,"Manhattan","A",11,"Vegetarian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-11-30
"412",123778,123778,"Brooklyn","A",9,"Indian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-08-27
"413",30999,30999,"Manhattan","A",12,"American","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2015-03-23
"414",24930,24930,"Manhattan","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-01
"415",166050,166054,"Queens","A",8,"Pakistani","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2014-07-12
"416",92199,92199,"Bronx","A",9,"Pizza","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-06-06
"417",174519,174523,"Queens","B",26,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-01-09
"418",59697,59697,"Manhattan","C",32,"Spanish","Food Protection Certificate not held by supervisor of food operations.",2015-07-09
"419",162154,162158,"Queens","B",19,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-03-24
"420",34757,34757,"Manhattan","A",10,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-01-21
"421",124231,124231,"Brooklyn","A",4,"American","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",2014-06-21
"422",55372,55372,"Manhattan","B",24,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-09-15
"423",160496,160500,"Queens","A",10,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-12
